,HistSimilarity,Thresholding,Superpixels
w_52.jpg,0.3325152705061082,0.44211346102363164,0.29609321453050036
w_74.jpg,0.7354848891343801,0.3076923076923077,0.5237560509264177
w_36.jpg,0.7684410733518183,0.46420051291226816,0.8344330298727692
w_21.jpg,0.8893352957555989,0.380453306066803,0.3158261089666519
w_64.jpg,0.8726360478579699,0.3559228852074476,0.31471436250794116
w_18.jpg,0.6788236656246381,0.6855133182150133,0.12886245729469822
w_55.jpg,0.5913556848136288,0.6825760792639773,0.199438676923303
w_94.jpg,0.2371555399288006,0.7437608104768965,0.2809246147438567
w_44.jpg,0.862378640776699,0.31445041396541307,0.2099601014424863
w_90.jpg,0.9175696030319227,0.24622580226062102,0.476497336624659
w_91.jpg,0.09245289961730939,0.5460537652938136,0.15896868079721607
w_41.jpg,0.34833742679010016,0.36580334632133854,0.16658133686699092
w_32.jpg,0.8211482858323007,0.15852130325814537,0.10770781219068871
w_69.jpg,0.5482749851657202,0.6135686180994396,0.4531784714300529
w_30.jpg,0.694390243902439,0.5182243116911188,0.6172479142614417
w_28.jpg,0.6912662895099778,0.4354368932038835,0.39059304703476483
w_29.jpg,0.7964277665089025,0.7536847069921,0.5612729297309969
w_37.jpg,0.5460779919318691,0.8658649636916105,0.7649965861429918
w_24.jpg,0.5028542361385859,0.6333704115684093,0.3436807095343681
w_76.jpg,0.689198972277031,0.3939532334673,0.446421950315165
w_4.jpg,0.5391899000526039,0.06536119672254379,0.428923988153998
w_86.jpg,0.44952012013319115,0.3017605778306726,0.21400709219858155
w_35.jpg,0.5294117647058824,0.4267433954933955,0.5311253293187805
w_85.jpg,0.771665410700829,0.264720517498756,0.44126299274367525
w_92.jpg,0.462706848653219,0.45737504314266886,0.5584926396159297
w_5.jpg,0.7390941597139452,0.507,0.446533083465475
w_71.jpg,0.9015365595196044,0.40011709112198385,0.40759894103921746
w_7.jpg,0.28067317176271667,0.2973065974285982,0.4159944657634375
w_14.jpg,0.0,0.26635514018691586,0.21827039610257148
w_70.jpg,0.5266154747185527,0.6345959878964473,0.3345114087301587
w_34.jpg,0.5225972671645682,0.504017531044558,0.12122042459910887
w_89.jpg,0.8846153846153846,0.5936016144349477,0.254661489369882
w_59.jpg,0.4711233429273724,0.44940196998123827,0.7512375618780939
w_60.jpg,0.5839285714285715,0.377712246978302,0.4997355896351137
w_58.jpg,0.6549295774647887,0.04250579219390483,0.6079089924160347
w_31.jpg,0.6547936739796062,0.38882978723404255,0.46761088333954526
w_12.jpg,0.8153738153738154,0.5111413043478261,0.6133112776101975
w_38.jpg,0.0,0.6552119129438717,0.09055614006490524
w_16.jpg,0.3116963028628044,0.6901492935217275,0.36993897684090654
w_81.jpg,0.35880512168791595,0.0,0.2350250626566416
w_48.jpg,0.2460834691064043,0.5488498429674901,0.44550748752079866
w_80.jpg,0.589768478270044,0.40238142943011707,0.2724642428212687
w_40.jpg,0.5431541202369334,0.3536539506121255,0.5272869558054286
w_57.jpg,0.5799778161838677,0.295578738201689,0.34370335737020985
w_72.jpg,0.8148361016916681,0.31900686541897866,0.19449723348076892
w_22.jpg,0.6746097641979408,0.6596306068601583,0.40155402433660753
w_49.jpg,0.585592438911941,0.431249427078559,0.43059396234069164
w_84.jpg,0.7619388622834893,0.20667650840516216,0.29833101529902645
w_53.jpg,0.4740255486406813,0.340850976782244,0.27423373916339
w_20.jpg,0.5518155379121621,0.6540143953553108,0.3966722865592438
w_47.jpg,0.8524280530841493,0.4787197820905686,0.49525975161798147
w_8.jpg,0.6670956670956671,0.6374890382928968,0.40274773458053204
w_3.jpg,0.7393536089886138,0.44694351594810494,0.6301939058171745
w_75.jpg,0.42977588374160713,0.5538431901367752,0.561746192893401
w_87.jpg,0.6560972102387115,0.4298238747553816,0.3825004531995891
w_25.jpg,0.8743673712414409,0.4264519200253888,0.12504643732818188
w_67.jpg,0.8008232334781614,0.6093208297811878,0.5454794395509105
