,HistSimilarity,Thresholding,Superpixels
w_56.jpg,0.9772727272727273,0.3296516567544605,0.6227272727272727
w_65.jpg,1.0,0.5411083129999087,0.9364161849710982
w_61.jpg,0.9607343192248853,0.3120856705762366,0.74604793472718
w_66.jpg,1.0,0.2895125841210565,0.6542964951180612
w_79.jpg,1.0,0.7892207792207793,0.41818181818181815
w_82.jpg,1.0,0.21152219873150105,0.8272727272727273
w_11.jpg,0.993006993006993,0.16341553183658447,0.23076923076923078
w_62.jpg,0.9747474747474747,0.3830450094817911,0.4055884515654631
w_88.jpg,1.0,0.023382977192603783,0.29289876969566153
w_23.jpg,1.0,0.9802092811646952,0.7964285714285714
w_73.jpg,0.9592592592592593,0.9556818181818182,1.0
w_63.jpg,0.9381818181818182,0.014245548266166823,0.44798500468603564
w_77.jpg,0.9506172839506173,0.3406113537117904,1.0
w_42.jpg,1.0,0.7920362903225806,1.0
w_33.jpg,0.7107692307692308,0.4463705308775731,0.6861538461538461
w_10.jpg,0.0,0.14158100832109644,0.27206722140642847
w_78.jpg,0.0,1.0,1.0
w_0.jpg,1.0,0.460615796519411,0.4775368139223561
w_45.jpg,0.9740932642487047,0.6280846579432686,0.7253886010362695
w_6.jpg,1.0,0.39462423395333834,0.15794000645091927
w_15.jpg,0.9930720935267374,0.07692862813018692,1.0
w_13.jpg,0.9941176470588236,0.46186612576064906,0.2886206896551724
w_96.jpg,0.6079410286480147,0.483900150779025,0.2297872340425532
w_1.jpg,0.9655172413793104,0.21327575246070543,0.3612249819146371
w_98.jpg,1.0,0.6987093902981754,0.7285714285714285
w_83.jpg,0.9940828402366864,0.4995397764628534,0.6520710059171597
w_54.jpg,0.9099756690997567,0.5951946472019465,0.635036496350365
w_50.jpg,0.9380952380952381,0.5085714285714286,0.3676587301587302
w_51.jpg,0.9942857142857143,0.27704280155642025,0.9714285714285714
w_68.jpg,0.6021220159151194,0.4094164456233422,0.6145557029177718
w_43.jpg,0.8362780199252802,0.6880448318804483,1.0
w_27.jpg,0.946969696969697,0.3053741838272225,0.4339527875439478
w_26.jpg,0.7316239316239316,0.3793768955059278,0.7449682933553902
w_17.jpg,0.7668711656441718,1.0,1.0
w_39.jpg,0.9859154929577465,0.566088840736728,1.0
w_46.jpg,1.0,0.975,1.0
w_9.jpg,0.8701298701298701,0.30124065878255823,0.8896103896103896
w_2.jpg,0.9459459459459459,0.29125177809388336,0.5177809388335705
w_19.jpg,1.0,0.4619883040935672,1.0
w_93.jpg,0.9377780103616097,0.3829260208976573,1.0
w_97.jpg,0.308407984560878,0.2706455050839646,1.0
w_95.jpg,1.0,0.5469613259668509,1.0
w_52.jpg,1.0,0.7448745284566181,0.49598163030998854
w_74.jpg,0.9064457151748551,0.3349282296650718,0.6713152059750263
w_36.jpg,1.0,0.46420051291226816,0.8937794477246973
w_21.jpg,0.9524965916837083,0.380453306066803,0.3189544989775051
w_64.jpg,0.9944289693593314,0.3559228852074476,0.31471436250794116
w_18.jpg,0.9637808219178082,0.9772602739726027,0.1395068493150685
w_55.jpg,1.0,0.8882667157855959,1.0
w_94.jpg,1.0,0.7437608104768965,1.0
w_44.jpg,0.9863481228668942,0.31445041396541307,0.21225729542596797
w_90.jpg,0.9813953488372092,0.24622580226062102,0.476497336624659
w_91.jpg,1.0,0.8407960199004975,1.0
w_41.jpg,1.0,0.8656271186440678,1.0
