,HistSimilarity,Thresholding,Superpixels
w_56.jpg,0.6203707032935424,1.0,0.5087810634457864
w_65.jpg,0.42192102090364064,1.0,0.6551100887282287
w_61.jpg,0.9152542372881356,1.0,0.8450134770889488
w_66.jpg,0.8236123348017621,1.0,0.8965168030274765
w_79.jpg,0.14658290500666285,0.7304086538461538,0.22389097482964818
w_82.jpg,0.4452445668161013,0.8070175438596491,0.3771566265060241
w_11.jpg,0.6364145658263305,0.9538131041890441,0.432749547062376
w_62.jpg,0.9948453608247423,1.0,1.0
w_88.jpg,0.3953915084275656,0.10898725687458082,0.21381302521008402
w_23.jpg,0.46449704142011833,0.83774010420717,0.5565340412341636
w_73.jpg,0.6197183098591549,0.8446601941747572,0.08728426899424717
w_63.jpg,0.2806801103609161,0.029514563106796118,0.13988387882193193
w_77.jpg,0.9578987396784007,1.0,0.7097107438016529
w_42.jpg,0.21463963476642794,0.878204172876304,0.28736131630022305
w_33.jpg,0.25425147658393665,0.9803921568627451,0.11116493947819249
w_10.jpg,0.0,0.4936708860759494,0.4715447154471545
w_78.jpg,0.0,0.10944142545562087,0.051765590438971505
w_0.jpg,0.9170820340314779,1.0,0.8206748466257668
w_45.jpg,0.6413043478260869,0.6956521739130435,0.4013605442176871
w_6.jpg,0.7380340252650289,1.0,0.6525408670931059
w_15.jpg,0.7041215749481925,1.0,0.6873511904761904
w_13.jpg,0.8509271477185916,0.967741935483871,1.0
w_96.jpg,1.0,0.9942857142857143,0.5027122122855886
w_1.jpg,0.9830152884722687,1.0,0.8991596638655462
w_98.jpg,0.45495960639008687,0.8163265306122449,0.6486004635407381
w_83.jpg,0.773955773955774,1.0,0.19167439703153988
w_54.jpg,0.9227922278194716,1.0,0.49936224489795916
w_50.jpg,0.4775757575757576,1.0,0.7730496453900709
w_51.jpg,0.8919161497496859,1.0,0.7301136363636364
w_68.jpg,0.4361819666618629,0.5080645161290323,0.3724580017683466
w_43.jpg,0.9720670391061452,1.0,0.18879264108385316
w_27.jpg,0.5381523238666096,0.6951219512195121,0.5625
w_26.jpg,0.9907407407407407,1.0,0.921303873431533
