,Clustering
w_0.jpg,0.3357511335471406
w_6.jpg,0.2968107841525563
w_1.jpg,0.12341772151898735
w_2.jpg,0.17642384105960265
w_4.jpg,0.03987771555339123
w_5.jpg,0.2208713856318362
w_7.jpg,0.1779303116554835
w_3.jpg,0.09294465568229827
