,HistSimilarity,Thresholding,Superpixels
w_56.jpg,0.12491053101690003,0.0,0.12557896044435768
w_65.jpg,0.3161942503018787,0.0,0.11377139123181576
w_61.jpg,0.00840858210953651,0.0,0.012934220251293422
w_66.jpg,0.07199131736722698,0.0,0.025387547483147976
w_79.jpg,0.11178826310513533,0.005593153561115738,0.02783360679856169
w_82.jpg,0.12711992364230518,0.005160615391252298,0.13938514799695864
w_11.jpg,0.03186387245148453,0.000444455929093775,0.016990103103439364
w_62.jpg,0.0007309941520467836,0.0,0.0
w_88.jpg,0.11158801663306452,0.013950142809139785,0.07859227990591398
w_23.jpg,0.13893838789799487,0.022880421969152825,0.0764819089498473
w_73.jpg,0.0363304811333988,0.010847711226445973,0.6453920605975593
w_63.jpg,0.16787287561084777,0.03270505770172045,0.1923251084279324
w_77.jpg,0.004170837504170837,0.0,0.04083115373437954
w_42.jpg,0.2873371225914726,0.008626103661014444,0.19474834153987428
w_33.jpg,0.12473972581427249,0.0005341617161630593,0.328263118726517
w_10.jpg,0.1589313136045392,0.009265766117487832,0.01945550610343302
w_78.jpg,0.05873252638050413,0.242796383830036,0.5465576843611736
w_0.jpg,0.034148363871698416,0.0,0.039409996090010654
w_45.jpg,0.015613871278681428,0.00787488769036012,0.0310062692058922
w_6.jpg,0.045571626161928766,0.0,0.010797275696329036
w_15.jpg,0.10656236178681999,0.0,0.11615435647943388
w_13.jpg,0.02388808822956603,0.0021117003221803655,0.0
w_96.jpg,0.0,0.00047559564056429707,0.03887278103118303
w_1.jpg,0.002095789418604331,0.0,0.005089380874613408
w_98.jpg,0.14799360063333938,0.01942075835793571,0.04876218436113539
w_83.jpg,0.011221907114323179,0.0,0.10628792730155825
w_54.jpg,0.0018828567273894228,0.0,0.01574479393875576
w_50.jpg,0.06742698017865803,0.0,0.007092087629000381
w_51.jpg,0.014897553546244547,0.0,0.04439850337181204
w_68.jpg,0.06200768161958549,0.031582339671285854,0.08249288102999212
w_43.jpg,0.003456150268376365,0.0,0.6179708619946604
w_27.jpg,0.10759069324157344,0.017731380665037596,0.044683079275894745
w_26.jpg,0.0006658504628734669,0.0,0.006196705114161136
w_17.jpg,0.007357859531772575,0.21820912475547422,0.6554250015775857
w_39.jpg,0.015780208726266818,0.0,0.03866214007292845
w_46.jpg,0.05251545731050677,0.018438457053103808,0.10158224024626634
w_9.jpg,0.0014062336026865359,0.0,0.01433781089306328
w_2.jpg,0.10057803468208093,0.012415179693390298,0.06031666247800955
w_19.jpg,0.27791067198243485,0.0,0.12121684867394696
w_93.jpg,0.007968150165481405,0.0,0.49513800551509823
w_97.jpg,0.003449114860872332,0.00288763104631172,0.6350034357461987
w_95.jpg,0.05282296796621282,0.002241297818165185,0.12082170755383435
w_52.jpg,0.12737746462748933,0.04345393898079295,0.04283729425661787
w_74.jpg,0.03344695951997134,0.012736767866738313,0.040538800823929785
w_36.jpg,0.05915271997143342,0.0,0.013961329750803435
w_21.jpg,0.009215494413762985,0.0,0.0012853044098379688
w_64.jpg,0.03494924649865085,0.0,0.0
w_18.jpg,0.041163164314153226,0.041732710772487684,0.008099917791879126
w_55.jpg,0.10584703585414575,0.04615783949711655,0.614847250279317
w_94.jpg,0.27671582303706654,0.0,0.22019928258270227
w_44.jpg,0.025333176014204765,0.0,0.0019281185879265242
w_90.jpg,0.007230425587657769,0.0,0.0
w_91.jpg,0.375919278751991,0.02067059400331766,0.20260332121600097
w_41.jpg,0.10706387205413333,0.0781969006805466,0.2863236256502182
w_32.jpg,0.013285306637975395,0.0,0.5154241578435805
w_69.jpg,0.03183519142348118,0.005305865237246863,0.015077370718158973
w_30.jpg,0.04382120710759587,0.0,0.023932313734985135
w_28.jpg,0.028147997687536133,0.0,0.014577897220355933
w_29.jpg,0.02958880326271221,0.0,0.02397896926466132
w_37.jpg,0.18103972254996603,0.013616265627420835,0.05712574636204369
w_24.jpg,0.11962031579873329,0.0,0.23596938775510204
w_76.jpg,0.1365661489261559,0.0,0.12577612719781814
w_4.jpg,0.00021455072554775847,0.00019361894744553812,0.02599726840295766
w_86.jpg,0.05629058103720969,0.00014827686672771166,0.08347727461916257
w_35.jpg,0.09960222233105333,0.0,0.03252961566297185
