,Contour,Thresholding,Superpixel,Similarity
w_0.png,0.64017571885,0.775368139224,0.505427653299,0.916159733124
w_1.png,0.496240763946,0.623451783326,0.441036781462,0.932985509788
w_10.png,0.388369616659,0.642503259452,0.185857903185,0.0
w_11.png,0.435951395017,0.560665515618,0.190725293369,0.661233993015
w_12.png,0.671040372671,0.769667538289,0.605216637204,0.815246636771
w_13.png,0.579008973859,0.767243422612,0.301480730223,0.920062876203
w_14.png,0.442732729607,0.0,0.214002517677,0.0
w_15.png,0.165561723262,0.413196699622,0.738095238095,0.642237087741
w_16.png,0.788683166446,0.490665140318,0.369938976841,0.342626878676
w_17.png,0.109367375392,0.0461071069085,0.0461071069085,0.63916015625
w_18.png,0.669577795366,0.694525554503,0.322291096442,0.693545207208
w_19.png,0.762780632946,0.837998913495,0.618726088203,0.74104859335
w_2.png,0.179040548258,0.450009136528,0.437642038866,0.618767917436
w_20.png,0.548574266224,0.579707074185,0.29290573993,0.572740485408
w_21.png,0.158422801636,0.759905419223,0.457880182317,0.879578705965
w_22.png,0.509413067553,0.0928828054398,0.276595744681,0.642934390771
w_23.png,0.645824763472,0.504939538208,0.530701691565,0.474617261558
w_24.png,0.60369140306,0.432493533473,0.328459419369,0.681110220504
w_25.png,0.356701356662,0.766740717233,0.125046437328,0.895815609853
w_26.png,0.438944075517,0.509015715467,0.700399191249,0.704000879314
w_27.png,0.514285714286,0.672413793103,0.392940419715,0.526149937709
w_28.png,0.534011443102,0.762824381412,0.218115834691,0.675485436893
w_29.png,0.895273583056,0.869828893221,0.399739179035,0.879322189146
w_3.png,0.203853325047,0.179417664044,0.630193905817,0.725000453137
w_30.png,0.843664842337,0.813694267516,0.616233766234,0.788205980066
w_31.png,0.69015429831,0.561816109422,0.497477295661,0.779130564685
w_32.png,0.505012531328,0.670760233918,0.224390243902,0.838562789043
w_33.png,0.308733456119,0.24060497376,0.119482267895,0.232371645727
w_34.png,0.719052993382,0.644061650045,0.247874881224,0.643443291125
w_35.png,0.938909506138,0.898778833107,0.551893300629,0.588944377475
w_36.png,0.944602355125,0.658957435201,0.499143221195,0.856343926761
w_37.png,0.397217558167,0.770939432521,0.749687552075,0.892980648959
w_38.png,0.0,0.0,0.208417175403,0.0
w_39.png,0.731085637222,0.859583886676,0.556722794672,0.629358538413
w_4.png,0.200814111262,0.0974674337102,0.447543004755,0.5204599256
w_40.png,0.807002883049,0.843548000958,0.665895953757,0.78888630551
w_41.png,0.480042717928,0.277440617339,0.189575693183,0.357061362171
w_42.png,0.642875658861,0.675317427096,0.307947019868,0.252990232333
w_43.png,0.614506067472,0.80097536528,0.188792641084,0.785283105372
w_44.png,0.76233322991,0.926414587514,0.173589664818,0.907544344443
w_45.png,0.587480339729,0.58286547182,0.356005146635,0.55372362013
w_46.png,0.0765,0.721089139662,0.410563204739,0.786892617261
w_47.png,0.832486287928,0.738682092555,0.515062213491,0.869479134938
w_48.png,0.375644833516,0.400632523975,0.451833914122,0.433247272424
w_49.png,0.530057381325,0.637113764045,0.308307382229,0.66138677873
w_5.png,0.69628444703,0.904088844018,0.575798620517,0.767175
w_50.png,0.766092857417,0.785700255353,0.691772885284,0.419508788267
w_51.png,0.740099009901,0.955014345474,0.699778966589,0.932927210899
w_52.png,0.192492361414,0.462764315481,0.392266615197,0.508401084011
w_53.png,0.378405249553,0.642942822871,0.274900511924,0.507540155713
w_54.png,0.748861220771,0.739291736931,0.397660818713,0.721212121212
w_55.png,0.592479728191,0.287677910957,0.199438676923,0.830185794021
w_56.png,0.428392159987,0.536735838474,0.446691154759,0.569402625283
w_57.png,0.451813214108,0.486290614809,0.348852166146,0.608643916536
w_58.png,0.697307373654,0.681940012763,0.598698250107,0.689199148379
w_59.png,0.784982019215,0.768336655722,0.525328330206,0.75153609831
w_6.png,0.579960617126,0.676465502334,0.227931688805,0.809517159515
w_60.png,0.609294767631,0.791618828932,0.53424129513,0.768507638073
w_61.png,0.769023740722,0.805031446541,0.71714214835,0.87660773904
w_62.png,0.586712186889,0.509926854754,0.648095220868,0.92718371454
w_63.png,0.0267691081392,0.633893824804,0.128151406528,0.643788747974
w_64.png,0.659982055256,0.770170551728,0.533597224258,0.923066454978
w_65.png,0.593059860811,0.910293714688,0.255587886063,0.549307751008
w_66.png,0.624693663205,0.594993581515,0.450587576945,0.870172895745
w_67.png,0.804733727811,0.813397129187,0.563798488209,0.850418925579
w_68.png,0.408994555052,0.110795183201,0.155500220476,0.361253196931
w_69.png,0.65,0.63053719461,0.468921326754,0.504668108847
w_7.png,0.582949224466,0.769020602063,0.416124820473,0.233282096326
w_70.png,0.615218314481,0.64803780563,0.361514406969,0.746166134185
w_71.png,0.381829194428,0.82180354401,0.083556000158,0.950546882303
w_72.png,0.857662023016,0.933603332562,0.225159889805,0.863602313871
w_73.png,0.579745671825,0.815771428571,0.551206434316,0.770736733642
w_74.png,0.628008752735,0.587527882844,0.475602442063,0.602997099581
w_75.png,0.632352941176,0.466445971717,0.582580730429,0.441776181022
w_76.png,0.515203182722,0.515852717899,0.505771552765,0.909491332765
w_77.png,0.46366380937,0.704728640516,0.752059631228,0.841735298746
w_78.png,0.477995884122,0.043502538444,0.051765590439,0.413683373111
w_79.png,0.35827284571,0.151265126513,0.306797354371,0.206163484966
w_8.png,0.985915492958,0.987761881174,0.876936568255,0.981522924198
w_80.png,0.332398316971,0.447806050892,0.272464242821,0.687294272548
w_81.png,0.192914398231,0.192914398231,0.192914398231,0.679949796046
w_82.png,0.23550658376,0.415188353594,0.370303775906,0.372378699921
w_83.png,0.736256948734,0.675936883629,0.180457025326,0.894851605088
w_84.png,0.437197843064,0.443250195214,0.27658909886,0.648737453302
w_85.png,0.440305343511,0.763463324048,0.441262992744,0.655069833106
w_86.png,0.320929310288,0.644228940863,0.0893047381839,0.484135184858
w_87.png,0.516080707832,0.934468635482,0.460631869368,0.8516612073
w_88.png,0.0826965614317,0.442910429686,0.0936683213454,0.492596393491
w_89.png,0.455786350148,0.444225153022,0.261816112126,0.851851851852
w_9.png,0.494475138122,0.931756174612,0.71589548971,0.724329792615
w_90.png,0.469604706368,0.475613875536,0.403274002858,0.539119137326
w_91.png,0.190339746214,0.126877919455,0.190122100638,0.117023754075
w_92.png,0.799643592343,0.610094499372,0.558492639616,0.746477078715
w_93.png,0.918066530605,0.852425558637,0.25059669001,0.900308755037
w_94.png,0.675778354337,0.357157828547,0.269028784152,0.257301575948
w_95.png,0.707066795741,0.577498195318,0.479747501315,0.477212806026
w_96.png,0.53500216371,0.643441112414,0.219276010786,0.582610152454
w_97.png,0.175370256598,0.127535688833,0.127535688833,0.253017253795
w_98.png,0.667486927099,0.671617694543,0.575593011937,0.731396849531
