,Contour,Thresholding,Superpixel,Similarity
w_0.png,0.991341991342,1.0,0.973958333333,0.916159733124
w_1.png,0.971698113208,1.0,0.939393939394,1.0
w_10.png,0.585585585586,0.689230769231,0.375106564365,0.0
w_11.png,0.624404472533,0.565160065397,0.451472556894,0.66432748538
w_12.png,1.0,0.953271028037,0.811276043995,0.914855072464
w_13.png,0.938053097345,0.96694214876,1.0,0.943651449019
w_14.png,0.988764044944,0.0,0.244118475971,0.0
w_15.png,0.715729136306,1.0,0.738095238095,0.645127515939
w_16.png,0.934694182185,0.497890295359,0.370493876134,0.343102814896
w_17.png,0.109367375392,0.0461071069085,0.0461071069085,0.836956521739
w_18.png,0.994285714286,0.702458487356,0.548387096774,0.712105263158
w_19.png,0.927631578947,1.0,0.618726088203,0.74104859335
w_2.png,0.427986348123,0.609322066157,0.514419669629,0.635380006018
w_20.png,0.572016460905,0.590163934426,0.51171875,0.577075098814
w_21.png,1.0,1.0,0.484647600537,0.996415770609
w_22.png,1.0,0.0928828054398,0.5078125,0.727810650888
w_23.png,0.645824763472,0.505855044346,0.588977729737,0.474617261558
w_24.png,0.608645533141,0.443699199733,0.328459419369,0.698826071532
w_25.png,0.987804878049,1.0,0.663120567376,0.997159090909
w_26.png,0.989361702128,1.0,0.921303873432,0.995260663507
w_27.png,0.676691729323,0.735849056604,0.522115384615,0.558236574746
w_28.png,0.967741935484,0.918604651163,0.720577440666,1.0
w_29.png,0.921787709497,0.914285714286,0.765853658537,0.882352941176
w_3.png,0.503270612937,0.179417664044,0.91243315508,0.863349881286
w_30.png,0.846942528736,0.84797979798,0.616233766234,0.788205980066
w_31.png,0.954282231027,1.0,0.90625,0.978609625668
w_32.png,1.0,1.0,0.754098360656,0.849686396078
w_33.png,0.963636363636,0.256963807914,0.125684994766,0.265733645523
w_34.png,0.932692307692,0.716129032258,0.830065359477,0.660714285714
w_35.png,0.978869047619,0.929032258065,0.723618090452,0.590163934426
w_36.png,0.971830985915,0.699896606183,0.96568627451,0.856343926761
w_37.png,0.938775510204,0.820167376161,0.758503688093,0.896046365683
w_38.png,0.0,0.0,0.208417175403,0.0
w_39.png,0.742806248287,0.977941176471,0.556722794672,0.635068333818
w_4.png,1.0,0.0974674337102,0.669271290606,0.994186046512
w_40.png,1.0,0.949303996408,0.935483870968,0.793684210526
w_41.png,0.96875,0.282805522553,0.189575693183,0.360224201782
w_42.png,0.642875658861,0.686817085285,0.307947019868,0.252990232333
w_43.png,0.752136752137,0.988439306358,0.188792641084,0.977272727273
w_44.png,1.0,0.966216216216,0.94623655914,0.943203696573
w_45.png,0.674418604651,0.602040816327,0.418439716312,0.567307692308
w_46.png,1.0,0.723711554447,0.410563204739,0.786892617261
w_47.png,0.880234104815,0.738682092555,0.589359310603,0.891891891892
w_48.png,0.398639681486,0.400632523975,0.59765625,0.434477574543
w_49.png,0.530057381325,0.637113764045,0.346945035741,0.676904413995
w_5.png,0.958015139894,0.916666666667,0.775722186351,1.0
w_50.png,0.957680325905,0.817828664895,0.719277108434,0.450781738587
w_51.png,0.969260954872,0.984555984556,0.714484292466,0.93795620438
w_52.png,0.445454545455,0.466381489403,0.392266615197,0.508401084011
w_53.png,0.90275142315,0.642942822871,0.274900511924,0.507540155713
w_54.png,0.748861220771,0.814567075437,0.666666666667,0.884459459459
w_55.png,0.9233330604,0.287677910957,0.199438676923,0.830185794021
w_56.png,0.590835416609,0.647090074861,0.729172691692,0.61424253724
w_57.png,1.0,0.765472003042,0.412658495351,0.751219512195
w_58.png,0.697307373654,0.706092242632,0.598698250107,0.689199148379
w_59.png,0.902777777778,1.0,1.0,0.766125503742
w_6.png,0.839448779678,0.864,0.659746251442,0.811372583326
w_60.png,0.850249433107,0.864576802508,0.564715469238,0.768507638073
w_61.png,1.0,1.0,0.852240566038,0.96261682243
w_62.png,0.985185185185,1.0,0.908602150538,1.0
w_63.png,0.0613767895218,0.646166512812,0.148447204969,0.672308188266
w_64.png,0.934544434544,1.0,1.0,0.927864666454
w_65.png,0.886904761905,1.0,1.0,0.553560181048
w_66.png,1.0,1.0,0.916666666667,0.885202738283
w_67.png,0.894736842105,0.988372093023,0.734693877551,0.864912280702
w_68.png,0.522875816993,0.110795183201,0.416666666667,0.47619047619
w_69.png,0.8,0.801801801802,0.692771084337,0.596026490066
w_7.png,0.582949224466,0.781094527363,0.416124820473,0.233282096326
w_70.png,0.621189678023,0.659280936455,0.361514406969,0.84375
w_71.png,0.909230769231,0.986254295533,0.58463805489,0.954204204204
w_72.png,0.914728682171,0.98347107438,0.277587758776,0.882498033128
w_73.png,0.595811683199,0.895833333333,0.567015995587,0.807339449541
w_74.png,0.741681920965,0.776666666667,0.694364616075,0.778522093701
w_75.png,0.812980599647,0.514792899408,0.649828009828,0.46454135737
w_76.png,1.0,1.0,0.709725516774,1.0
w_77.png,1.0,0.99537037037,0.797089397089,0.968961352657
w_78.png,0.884057971014,0.043502538444,0.051765590439,0.877192982456
w_79.png,0.35827284571,0.151265126513,0.306797354371,0.206163484966
w_8.png,0.995475113122,0.996794871795,1.0,0.981522924198
w_80.png,1.0,1.0,0.272464242821,1.0
w_81.png,0.192914398231,0.192914398231,0.192914398231,0.730367374452
w_82.png,0.635690485006,0.490027278846,0.401333333333,0.448656396795
w_83.png,0.924031007752,1.0,0.197147427353,0.919124051263
w_84.png,0.948275862069,0.925925925926,0.291565828682,0.922077922078
w_85.png,0.819551008809,0.8125,0.592105263158,0.861538461538
w_86.png,0.620114942529,0.737269693892,0.0893047381839,0.555539489285
w_87.png,0.99375,0.982658959538,0.916030534351,0.853658536585
w_88.png,0.215370515842,0.445565302144,0.176585179526,0.501025163094
w_89.png,0.548571428571,0.446511627907,0.26301369863,1.0
w_9.png,0.978142076503,0.988950276243,0.785691400743,0.994444444444
w_90.png,0.985328352553,1.0,1.0,1.0
w_91.png,0.193307004781,0.126877919455,0.194434842724,0.117023754075
w_92.png,0.974683544304,0.824858757062,0.877094972067,0.798941798942
w_93.png,1.0,1.0,0.25059669001,1.0
